Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
明並日月鵰,8,日月食,0,0,2,5,0,0
明並日月鵰,9,月明,0,0,2,5,0,0
明並日月鵰,10,日面佛月面佛,0,0,2,5,0,0
非一精之光,1,助一臂之力,0,0,2,3,0,0
非一精之光,2,是非之地,0,0,2,5,0,0
非一精之光,3,付之一叹,0,0,2,5,0,0
非一精之光,4,之一,0,0,2,4,0,0
非一精之光,5,非洲统一组织,0,0,2,5,0,0
非一精之光,6,付之一歎,0,0,2,5,0,0
非一精之光,7,一寸光阴一寸金,0,0,2,7,0,0
非一精之光,8,一面之词,0,0,2,5,0,0
非一精之光,9,偶一為之,0,0,2,3,0,0
非一精之光,10,一字之師,0,0,2,5,0,0
聖人致太平,1,太平洋周边,0,0,2,5,0,0
聖人致太平,2,雅人深致,0,0,2,4,0,0
聖人致太平,3,西太平洋,0,0,2,5,0,0
聖人致太平,4,太平军,0,0,2,5,0,0
聖人致太平,5,亞洲太平洋地區,0,0,2,7,0,0
聖人致太平,6,太平洋戰爭,0,0,2,5,0,0
聖人致太平,7,聖德太子,0,0,2,4,0,0
聖人致太平,8,东太平洋,0,0,2,5,0,0
聖人致太平,9,太平洋区域,0,0,2,5,0,0
聖人致太平,10,太平洋區域,0,0,2,5,0,0
明所從生,1,出生證明書,0,0,2,5,0,0
明所從生,2,投開票所,0,0,1,4,0,0
明所從生,3,兩生類,0,0,1,4,0,0
明所從生,4,众所周知,0,0,1,3,0,0
明所從生,5,日常生活,0,0,1,4,0,0
明所從生,6,分生組織,0,0,1,4,0,0
明所從生,7,出生证明,0,0,2,4,0,0
明所從生,8,威德所生,0,0,2,3,0,0
明所從生,9,從業,0,0,1,4,0,0
明所從生,10,南明,0,0,1,4,0,0
量勢立權,1,州立大學,0,0,1,4,0,0
量勢立權,2,法门无量誓愿学,0,0,1,7,0,0
量勢立權,3,独立门户,0,0,1,4,0,0
量勢立權,4,權勢,0,0,2,3,0,0
量勢立權,5,廢權立實,0,0,2,3,0,0
量勢立權,6,越權,0,0,1,4,0,0
量勢立權,7,武装力量,0,0,1,4,0,0
量勢立權,8,作者權,0,0,1,4,0,0
量勢立權,9,而立之年,0,0,1,4,0,0
量勢立權,10,变量,0,0,1,4,0,0
因事制義,1,控制,0,0,1,4,0,0
因事制義,2,重利輕義,0,0,1,3,0,0
因事制義,3,種族中心主義,0,0,1,6,0,0
因事制義,4,海洛因,0,0,1,4,0,0
因事制義,5,交通肇事罪,0,0,1,5,0,0
因事制義,6,因明入正理論義纂要,0,0,2,8,0,0
因事制義,7,一大事因緣,0,0,2,5,0,0
因事制義,8,因地制宜,0,0,2,2,0,0
因事制義,9,多管闲事,0,0,1,4,0,0
因事制義,10,女權主義,0,0,1,3,0,0
因事制宜,1,有节制,0,0,1,3,0,0
因事制宜,2,犬牙相制,0,0,1,4,0,0
因事制宜,3,真因,0,0,1,4,0,0
因事制宜,4,大事因缘,0,0,2,3,0,0
因事制宜,5,一大事因缘,0,0,2,5,0,0
因事制宜,6,韵人韵事,0,0,1,4,0,0
因事制宜,7,事發地點,0,0,1,4,0,0
因事制宜,8,万事,0,0,1,3,0,0
因事制宜,9,尋釁滋事罪,0,0,1,5,0,0
因事制宜,10,因缘觉,0,0,1,3,0,0
引牽,1,引狼入室,0,0,1,3,0,0
引牽,2,引向,0,0,1,1,0,0
引牽,3,曳引车,0,0,1,3,0,0
引牽,4,牽牛屬,0,0,1,3,0,0
引牽,5,引退,0,0,1,1,0,0
引牽,6,呼朋引类,0,0,1,4,0,0
引牽,7,引決,0,0,1,1,0,0
引牽,8,吸引子网络,0,0,1,5,0,0
引牽,9,引兵,0,0,1,1,0,0
引牽,10,引征,0,0,1,1,0,0
殃咎,1,祸国殃民,0,0,1,4,0,0
殃咎,2,任咎,0,0,1,1,0,0
殃咎,3,禍國殃民,0,0,1,4,0,0
殃咎,4,積惡餘殃,0,0,1,4,0,0
殃咎,5,城门失火，殃及池鱼,0,0,1,9,0,0
殃咎,6,遭殃,0,0,1,2,0,0
殃咎,7,咎由自取,0,0,1,4,0,0
殃咎,8,病國殃民,0,0,1,4,0,0
殃咎,9,引咎辞职,0,0,1,3,0,0
殃咎,10,灾殃,0,0,1,2,0,0
務除天下所患,1,天下没有不散的筵席,0,0,2,9,0,0
務除天下所患,2,定天下,0,0,2,6,0,0
務除天下所患,3,天下為一,0,0,2,6,0,0
務除天下所患,4,天下烏鴉一般黑,0,0,2,7,0,0
務除天下所患,5,天下大乱,0,0,2,6,0,0
務除天下所患,6,平天下,0,0,2,6,0,0
務除天下所患,7,天底下,0,0,2,6,0,0
務除天下所患,8,名满天下,0,0,2,4,0,0
務除天下所患,9,天下沒有不散的筵席,0,0,2,9,0,0
務除天下所患,10,名滿天下,0,0,2,4,0,0
考命象之為,1,一之為甚,0,0,2,5,0,0
考命象之為,2,相依為命,0,0,2,5,0,0
考命象之為,3,三三之品,0,0,1,5,0,0
考命象之為,4,兼而有之,0,0,1,4,0,0
考命象之為,5,象棋賽,0,0,1,5,0,0
考命象之為,6,随之而后,0,0,1,5,0,0
考命象之為,7,氣象觀測站,0,0,1,5,0,0
考命象之為,8,勤儉為服務之本,0,0,2,7,0,0
考命象之為,9,刻意為之,0,0,2,4,0,0
考命象之為,10,禮之用，和為貴,0,0,2,7,0,0
天容遂,1,形容词短语,0,0,1,4,0,0
天容遂,2,天下为一,0,0,1,3,0,0
天容遂,3,天驕,0,0,1,2,0,0
天容遂,4,梵輔天,0,0,1,3,0,0
天容遂,5,天衣无缝,0,0,1,3,0,0
天容遂,6,無煩天,0,0,1,3,0,0
天容遂,7,杞人憂天,0,0,1,4,0,0
天容遂,8,色究竟天等,0,0,1,5,0,0
天容遂,9,收容教育,0,0,1,3,0,0
天容遂,10,天兵天將,0,0,1,3,0,0
百官同望異路,1,百般刁难,0,0,1,5,0,0
百官同望異路,2,中都路,0,0,1,6,0,0
百官同望異路,3,开路,0,0,1,6,0,0
百官同望異路,4,同母異父,0,0,2,6,0,0
百官同望異路,5,同位異音,0,0,2,6,0,0
百官同望異路,6,求同存異,0,0,2,6,0,0
百官同望異路,7,同路,0,0,2,6,0,0
百官同望異路,8,異質網路,0,0,2,6,0,0
百官同望異路,9,四级士官,0,0,1,6,0,0
百官同望異路,10,異同,0,0,2,6,0,0
異路同歸,1,異病同治,0,0,2,2,0,0
異路同歸,2,同母異父,0,0,2,4,0,0
異路同歸,3,黨同伐異,0,0,2,4,0,0
異路同歸,4,同位異音,0,0,2,4,0,0
異路同歸,5,求同存異,0,0,2,4,0,0
異路同歸,6,盘陀路,0,0,1,4,0,0
異路同歸,7,同量,0,0,1,4,0,0
異路同歸,8,同一掛,0,0,1,4,0,0
異路同歸,9,異同,0,0,2,3,0,0
異路同歸,10,大同小異,0,0,2,4,0,0
仲尼之作春秋,1,春秋大梦,0,0,2,6,0,0
仲尼之作春秋,2,春秋左氏,0,0,2,6,0,0
仲尼之作春秋,3,春秋左氏传,0,0,2,6,0,0
仲尼之作春秋,4,十国春秋,0,0,2,6,0,0
仲尼之作春秋,5,春秋三传,0,0,2,6,0,0
仲尼之作春秋,6,春秋戰國時代,0,0,2,6,0,0
仲尼之作春秋,7,春秋五霸,0,0,2,6,0,0
仲尼之作春秋,8,春秋公羊傳,0,0,2,6,0,0
仲尼之作春秋,9,春秋穀梁傳,0,0,2,6,0,0
仲尼之作春秋,10,春秋谷梁传,0,0,2,6,0,0
王公之位,1,廣而告之廣告公司,0,0,2,8,0,0
王公之位,2,王夫之,0,0,2,2,0,0
王公之位,3,王位,0,0,2,3,0,0
王公之位,4,王獻之,0,0,2,2,0,0
王公之位,5,公諸於世,0,0,1,4,0,0
王公之位,6,破竹之势,0,0,1,3,0,0
王公之位,7,這位,0,0,1,4,0,0
王公之位,8,先王之乐,0,0,2,3,0,0
王公之位,9,公之於眾,0,0,2,4,0,0
王公之位,10,王清峰,0,0,1,3,0,0
萬民之所欲,1,欲加之罪，何患無辭,0,0,2,8,0,0
萬民之所欲,2,畅所欲言,0,0,2,5,0,0
萬民之所欲,3,為所欲為,0,0,2,5,0,0
萬民之所欲,4,隨心所欲,0,0,2,5,0,0
萬民之所欲,5,郎之萬,0,0,2,5,0,0
萬民之所欲,6,暢所欲言,0,0,2,5,0,0
萬民之所欲,7,呼之欲出,0,0,2,5,0,0
萬民之所欲,8,道之所存，师之所存,0,0,2,9,0,0
萬民之所欲,9,为所欲为,0,0,2,5,0,0
萬民之所欲,10,當之有愧,0,0,1,5,0,0
下明得失,1,得道多助，失道寡助,0,0,2,9,0,0
下明得失,2,下蛋,0,0,1,3,0,0
下明得失,3,严明,0,0,1,3,0,0
下明得失,4,下不來臺,0,0,1,3,0,0
下明得失,5,患得患失,0,0,2,3,0,0
下明得失,6,得而复失,0,0,2,3,0,0
下明得失,7,得而復失,0,0,2,3,0,0
下明得失,8,放得下,0,0,2,4,0,0
下明得失,9,不計得失,0,0,2,2,0,0
下明得失,10,有所得必有所失,0,0,2,6,0,0
起賢才,1,起藳,0,0,1,2,0,0
起賢才,2,賢瓶,0,0,1,3,0,0
起賢才,3,起撲,0,0,1,2,0,0
起賢才,4,法起菩萨,0,0,1,4,0,0
起賢才,5,才德,0,0,1,3,0,0
起賢才,6,起火,0,0,1,2,0,0
起賢才,7,大才小用,0,0,1,4,0,0
起賢才,8,起事,0,0,1,2,0,0
起賢才,9,幹才,0,0,1,3,0,0
起賢才,10,黄巾起义,0,0,1,4,0,0
天地之生萬物,1,天地之符,0,0,3,3,0,0
天地之生萬物,2,生物剂量仪,0,0,2,6,0,0
天地之生萬物,3,谈天说地,0,0,2,6,0,0
天地之生萬物,4,上天入地,0,0,2,6,0,0
天地之生萬物,5,英雄无用武之地,0,0,2,7,0,0
天地之生萬物,6,天地懸隔,0,0,2,4,0,0
天地之生萬物,7,出生地点,0,0,2,6,0,0
天地之生萬物,8,置之死地而后生,0,0,3,7,0,0
天地之生萬物,9,在邊地之鬱單越難,0,0,2,8,0,0
天地之生萬物,10,天地悬隔,0,0,2,4,0,0
以為容服,1,招攜以禮,0,0,1,4,0,0
以為容服,2,以慎為鍵,0,0,2,3,0,0
以為容服,3,以戒為師,0,0,2,3,0,0
以為容服,4,以史為鑒,0,0,2,3,0,0
以為容服,5,以和為貴,0,0,2,3,0,0
以為容服,6,勤儉為服務之本,0,0,2,6,0,0
以為容服,7,習以為常,0,0,2,4,0,0
以為容服,8,信以為真,0,0,2,4,0,0
以為容服,9,引以為傲,0,0,2,4,0,0
以為容服,10,以此为,0,0,1,3,0,0
劍之在左,1,不急之务,0,0,1,4,0,0
劍之在左,2,胯下之辱,0,0,1,4,0,0
劍之在左,3,引玉之砖,0,0,1,4,0,0
劍之在左,4,在天之灵,0,0,2,4,0,0
劍之在左,5,在此之际,0,0,2,4,0,0
劍之在左,6,在边地之郁单越难,0,0,2,8,0,0
劍之在左,7,在这之前,0,0,2,4,0,0
劍之在左,8,告之,0,0,1,3,0,0
劍之在左,9,在地,0,0,1,4,0,0
劍之在左,10,趨之若鶩,0,0,1,3,0,0
青龍之象,1,全軍之道,0,0,1,3,0,0
青龍之象,2,人之初，性本善,0,0,1,7,0,0
青龍之象,3,象徵主義,0,0,1,4,0,0
青龍之象,4,不白之冤,0,0,1,3,0,0
青龍之象,5,氣象學,0,0,1,4,0,0
青龍之象,6,印象主義,0,0,1,4,0,0
青龍之象,7,幼小之龍,0,0,2,3,0,0
青龍之象,8,青龍滿族自治縣,0,0,2,5,0,0
青龍之象,9,現象,0,0,1,4,0,0
青龍之象,10,干象历,0,0,1,4,0,0
白虎之象,1,白象,0,0,2,3,0,0
白虎之象,2,饿虎扑食,0,0,1,3,0,0
白虎之象,3,初生之犊不畏虎,0,0,2,6,0,0
白虎之象,4,白尾藍地鴝,0,0,1,4,0,0
白虎之象,5,白喉杆菌,0,0,1,3,0,0
白虎之象,6,害群之马,0,0,1,3,0,0
白虎之象,7,勤俭为服务之本,0,0,1,7,0,0
白虎之象,8,胃蛋白酶,0,0,1,4,0,0
白虎之象,9,白虎通义,0,0,2,2,0,0
白虎之象,10,白蛇傳說之法海,0,0,2,6,0,0
韍之在前,1,生在佛前佛后难,0,0,2,6,0,0
韍之在前,2,前车之覆，后车之鉴,0,0,2,9,0,0
韍之在前,3,在此之後,0,0,2,4,0,0
韍之在前,4,在边地之郁单越难,0,0,2,8,0,0
韍之在前,5,一年之计在于春,0,0,2,7,0,0
韍之在前,6,前事不忘，后事之师,0,0,2,9,0,0
韍之在前,7,一日之计在于晨,0,0,2,7,0,0
韍之在前,8,胯下之辱,0,0,1,4,0,0
韍之在前,9,天之制,0,0,1,3,0,0
韍之在前,10,关公面前耍大刀,0,0,1,6,0,0
赤鳥之象,1,赤子之心,0,0,2,2,0,0
赤鳥之象,2,貪天之功,0,0,1,3,0,0
赤鳥之象,3,美國之音,0,0,1,3,0,0
赤鳥之象,4,杞梓之林,0,0,1,3,0,0
赤鳥之象,5,純色啄花鳥,0,0,1,5,0,0
赤鳥之象,6,趨之若鶩,0,0,1,4,0,0
赤鳥之象,7,赤壁之战,0,0,2,2,0,0
赤鳥之象,8,赤颈䴙䴘,0,0,1,3,0,0
赤鳥之象,9,有过之而无不及,0,0,1,6,0,0
赤鳥之象,10,印象主義,0,0,1,4,0,0
人之盛飾,1,婦人之仁,0,0,2,4,0,0
人之盛飾,2,人生盛衰,0,0,2,2,0,0
人之盛飾,3,人之将死，其言也善,0,0,2,7,0,0
人之盛飾,4,庶人之风,0,0,2,4,0,0
人之盛飾,5,乘人之危,0,0,2,4,0,0
人之盛飾,6,知人之明,0,0,2,4,0,0
人之盛飾,7,人民文學出版社,0,0,1,6,0,0
人之盛飾,8,杞人之憂,0,0,2,4,0,0
人之盛飾,9,治人之道,0,0,2,4,0,0
人之盛飾,10,人之初，性本善,0,0,2,5,0,0
華麗的服飾與妝扮,1,與人方便，自己方便,0,0,1,9,0,0
華麗的服飾與妝扮,2,大中華區,0,0,1,8,0,0
華麗的服飾與妝扮,3,好樣的,0,0,1,7,0,0
華麗的服飾與妝扮,4,去你的,0,0,1,7,0,0
華麗的服飾與妝扮,5,彩妝,0,0,1,8,0,0
華麗的服飾與妝扮,6,麗色奇鶥,0,0,1,8,0,0
華麗的服飾與妝扮,7,智門蓮華荷葉,0,0,1,8,0,0
華麗的服飾與妝扮,8,說服,0,0,1,8,0,0
華麗的服飾與妝扮,9,華僑報,0,0,1,7,0,0
華麗的服飾與妝扮,10,假扮,0,0,1,8,0,0
濃妝、妖裝、艷裝,1,正在裝置,0,0,1,8,0,0
濃妝、妖裝、艷裝,2,裝配線,0,0,1,8,0,0
濃妝、妖裝、艷裝,3,卸妝,0,0,1,7,0,0
濃妝、妖裝、艷裝,4,裝備,0,0,1,8,0,0
濃妝、妖裝、艷裝,5,濃妝艷抹,0,0,3,6,0,0
濃妝、妖裝、艷裝,6,妖艷,0,0,2,8,0,0
濃妝、妖裝、艷裝,7,重新裝修,0,0,1,8,0,0
濃妝、妖裝、艷裝,8,工裝褲,0,0,1,8,0,0
濃妝、妖裝、艷裝,9,倒裝句,0,0,1,8,0,0
濃妝、妖裝、艷裝,10,妖怪,0,0,1,8,0,0
誠知小之將為大,1,幼小之龍,0,0,2,7,0,0
誠知小之將為大,2,大先知书,0,0,2,7,0,0
誠知小之將為大,3,幼小之龙,0,0,2,7,0,0
誠知小之將為大,4,大凡粗知,0,0,2,7,0,0
誠知小之將為大,5,大驚小怪,0,0,2,6,0,0
誠知小之將為大,6,大小姐,0,0,2,7,0,0
誠知小之將為大,7,人之將死，其言也善,0,0,2,9,0,0
誠知小之將為大,8,司马昭之心路人皆知,0,0,2,8,0,0
誠知小之將為大,9,小作怡情，大作伤身,0,0,2,9,0,0
誠知小之將為大,10,小洞不补大洞吃苦,0,0,2,8,0,0
吉凶未形,1,哈米吉多顿,0,0,1,5,0,0
吉凶未形,2,未孵,0,0,1,4,0,0
吉凶未形,3,吉列,0,0,1,3,0,0
吉凶未形,4,形制,0,0,1,4,0,0
吉凶未形,5,吉爾吉斯,0,0,1,3,0,0
吉凶未形,6,形婚,0,0,1,4,0,0
吉凶未形,7,形而上學,0,0,1,4,0,0
吉凶未形,8,禍福吉凶,0,0,2,4,0,0
吉凶未形,9,蛛形綱,0,0,1,4,0,0
吉凶未形,10,鵜形目,0,0,1,4,0,0
聖人所獨立也，,1,十年树木，百年树人,0,0,2,9,0,0
聖人所獨立也，,2,己所不欲，勿施於人,0,0,3,9,0,0
聖人所獨立也，,3,人之將死，其言也善,0,0,3,9,0,0
聖人所獨立也，,4,飽食終日，無所用心,0,0,2,9,0,0
聖人所獨立也，,5,聖人過善,0,0,2,5,0,0
聖人所獨立也，,6,道之所存，師之所存,0,0,2,8,0,0
聖人所獨立也，,7,物以类聚，人以群分,0,0,2,9,0,0
聖人所獨立也，,8,物以類聚，人以群分,0,0,2,9,0,0
聖人所獨立也，,9,一人得道，鸡犬升天,0,0,2,8,0,0
聖人所獨立也，,10,指挥有方，人人乐从,0,0,2,9,0,0
改正朔,1,正當營業,0,0,1,4,0,0
改正朔,2,正義黨,0,0,1,3,0,0
改正朔,3,改为,0,0,1,2,0,0
改正朔,4,正式公文,0,0,1,4,0,0
改正朔,5,無上正覺,0,0,1,4,0,0
改正朔,6,大正藏,0,0,1,2,0,0
改正朔,7,归正,0,0,1,2,0,0
改正朔,8,正方,0,0,1,3,0,0
改正朔,9,令正,0,0,1,2,0,0
改正朔,10,正额,0,0,1,3,0,0
必迎來而受之,1,怒而挠之,0,0,2,6,0,0
必迎來而受之,2,知其不可而为之,0,0,2,7,0,0
必迎來而受之,3,來之不易,0,0,2,6,0,0
必迎來而受之,4,兼而有之,0,0,2,6,0,0
必迎來而受之,5,呼之即來，揮之即去,0,0,2,9,0,0
必迎來而受之,6,逆來順受,0,0,2,6,0,0
必迎來而受之,7,不受歡迎,0,0,2,6,0,0
必迎來而受之,8,堂而皇之,0,0,2,6,0,0
必迎來而受之,9,空穴來風未必無因,0,0,2,7,0,0
必迎來而受之,10,敬鬼神而远之,0,0,2,4,0,0
聖人能繫心於微,1,中国人权民运信息中心,0,0,2,10,0,0
聖人能繫心於微,2,蠱惑人心,0,0,2,7,0,0
聖人能繫心於微,3,人心果,0,0,2,7,0,0
聖人能繫心於微,4,給人利用才能成功,0,0,2,7,0,0
聖人能繫心於微,5,無人能及,0,0,2,5,0,0
聖人能繫心於微,6,收攏人心,0,0,2,7,0,0
聖人能繫心於微,7,安心害人,0,0,2,7,0,0
聖人能繫心於微,8,市聖人,0,0,2,7,0,0
聖人能繫心於微,9,聖人過善,0,0,2,5,0,0
聖人能繫心於微,10,收拢人心,0,0,2,7,0,0
以元之深,1,幼吾幼，以及人之幼,0,0,2,9,0,0
以元之深,2,輔以,0,0,1,4,0,0
以元之深,3,当之无愧,0,0,1,4,0,0
以元之深,4,伉儷情深,0,0,1,3,0,0
以元之深,5,引玉之砖,0,0,1,3,0,0
以元之深,6,长平之战,0,0,1,3,0,0
以元之深,7,繩之以法,0,0,2,4,0,0
以元之深,8,老吾老以及人之老,0,0,2,8,0,0
以元之深,9,悉以咨之,0,0,2,4,0,0
以元之深,10,失之毫厘，谬以千里,0,0,2,9,0,0
正天之端,1,白发魔女传之明月天国,0,0,2,10,0,0
正天之端,2,在天之靈,0,0,2,2,0,0
正天之端,3,端正,0,0,2,4,0,0
正天之端,4,滑天下之大稽,0,0,2,5,0,0
正天之端,5,天渊之别,0,0,2,3,0,0
正天之端,6,义理之天,0,0,2,3,0,0
正天之端,7,五經正義,0,0,1,4,0,0
正天之端,8,貪天之功,0,0,2,2,0,0
正天之端,9,邦之楨,0,0,1,4,0,0
正天之端,10,天地之精,0,0,2,3,0,0
以王之政,1,八王之乱,0,0,2,2,0,0
以王之政,2,八王之亂,0,0,2,2,0,0
以王之政,3,決之於王,0,0,2,4,0,0
以王之政,4,失之毫厘，谬以千里,0,0,2,9,0,0
以王之政,5,繩之以法,0,0,2,4,0,0
以王之政,6,持之以恒,0,0,2,4,0,0
以王之政,7,悉以咨之,0,0,2,4,0,0
以王之政,8,一言以蔽之,0,0,2,5,0,0
以王之政,9,康王之誥,0,0,2,2,0,0
以王之政,10,授之以魚不如授之以漁,0,0,2,10,0,0
書日蝕,1,火曜日,0,0,1,3,0,0
書日蝕,2,常日,0,0,1,2,0,0
書日蝕,3,日本書紀,0,0,2,4,0,0
書日蝕,4,緯書,0,0,1,3,0,0
書日蝕,5,江河日下,0,0,1,4,0,0
書日蝕,6,小日本儿,0,0,1,3,0,0
書日蝕,7,日曬雨淋,0,0,1,4,0,0
書日蝕,8,失效日期,0,0,1,4,0,0
書日蝕,9,仰屋著書,0,0,1,4,0,0
書日蝕,10,日耳曼,0,0,1,3,0,0
星隕,1,星云大师,0,0,1,3,0,0
星隕,2,北斗衛星導航系統,0,0,1,8,0,0
星隕,3,觀星台,0,0,1,3,0,0
星隕,4,瑞星,0,0,1,2,0,0
星隕,5,北斗星,0,0,1,3,0,0
星隕,6,球星,0,0,1,2,0,0
星隕,7,星鸦,0,0,1,1,0,0
星隕,8,人造地球衛星,0,0,1,6,0,0
星隕,9,威斯康星大學系统,0,0,1,8,0,0
星隕,10,全球衛星導航系統,0,0,1,8,0,0
星墜於地,1,夫風生於地,0,0,2,5,0,0
星墜於地,2,占地,0,0,1,4,0,0
星墜於地,3,旅游胜地,0,0,1,3,0,0
星墜於地,4,人造地球卫星,0,0,2,6,0,0
星墜於地,5,地球型行星,0,0,2,5,0,0
星墜於地,6,邵阳地区,0,0,1,4,0,0
星墜於地,7,追星族,0,0,1,4,0,0
星墜於地,8,剋星,0,0,1,4,0,0
星墜於地,9,地理學,0,0,1,4,0,0
星墜於地,10,大於,0,0,1,4,0,0
夏大雨水,1,滂沱大雨,0,0,2,4,0,0
夏大雨水,2,大雲輪請雨經,0,0,2,6,0,0
夏大雨水,3,大紅鸛,0,0,1,4,0,0
夏大雨水,4,大地水準面,0,0,2,5,0,0
夏大雨水,5,瓢潑大雨,0,0,2,4,0,0
夏大雨水,6,倾盆大雨,0,0,2,4,0,0
夏大雨水,7,雨舍大臣,0,0,2,4,0,0
夏大雨水,8,大水沖了龍王廟,0,0,2,7,0,0
夏大雨水,9,輕水,0,0,1,4,0,0
夏大雨水,10,水底相机,0,0,1,4,0,0
隕霜不殺草,1,寸草不生,0,0,2,4,0,0
隕霜不殺草,2,勇者不惧,0,0,1,4,0,0
隕霜不殺草,3,看不過去,0,0,1,5,0,0
隕霜不殺草,4,大不應是,0,0,1,5,0,0
隕霜不殺草,5,格格不入,0,0,1,4,0,0
隕霜不殺草,6,兵不厭詐,0,0,1,5,0,0
隕霜不殺草,7,不關痛癢,0,0,1,5,0,0
隕霜不殺草,8,寸草不留,0,0,2,4,0,0
隕霜不殺草,9,好马不吃回头草,0,0,2,6,0,0
隕霜不殺草,10,为富不仁,0,0,1,4,0,0
有鸛鵒來巢,1,有巢氏,0,0,2,4,0,0
有鸛鵒來巢,2,心有計慮,0,0,1,5,0,0
有鸛鵒來巢,3,无有,0,0,1,5,0,0
有鸛鵒來巢,4,其來有自,0,0,2,5,0,0
有鸛鵒來巢,5,從來沒有,0,0,2,5,0,0
有鸛鵒來巢,6,有身见,0,0,1,4,0,0
有鸛鵒來巢,7,有时,0,0,1,4,0,0
有鸛鵒來巢,8,黑鸛,0,0,1,4,0,0
有鸛鵒來巢,9,亦有亦空門,0,0,1,5,0,0
有鸛鵒來巢,10,有備而來,0,0,2,3,0,0
悖亂之徵,1,變徵之聲,0,0,2,3,0,0
悖亂之徵,2,卑之，無甚高論,0,0,1,7,0,0
悖亂之徵,3,苏联之友社,0,0,1,4,0,0
悖亂之徵,4,海上之盟,0,0,1,3,0,0
悖亂之徵,5,魚米之鄉,0,0,1,3,0,0
悖亂之徵,6,三藩之亂,0,0,2,3,0,0
悖亂之徵,7,安史之亂,0,0,2,3,0,0
悖亂之徵,8,杞梓之林,0,0,1,3,0,0
悖亂之徵,9,王羲之,0,0,1,3,0,0
悖亂之徵,10,一箭之仇,0,0,1,3,0,0
而畏天威,1,藍天,0,0,1,4,0,0
而畏天威,2,受命于天,0,0,1,4,0,0
而畏天威,3,天才出自勤奋,0,0,1,6,0,0
而畏天威,4,歐洲航天局,0,0,1,5,0,0
而畏天威,5,天險,0,0,1,4,0,0
而畏天威,6,天涯何处无芳草,0,0,1,7,0,0
而畏天威,7,義天錄,0,0,1,4,0,0
而畏天威,8,威震天下,0,0,2,3,0,0
而畏天威,9,威而钢,0,0,2,4,0,0
而畏天威,10,天兵天將,0,0,1,3,0,0
天子的威儀,1,善德天子會,0,0,2,5,0,0
天子的威儀,2,轉渾天儀,0,0,2,5,0,0
天子的威儀,3,寶光天子,0,0,2,5,0,0
天子的威儀,4,善住意天子会,0,0,2,6,0,0
天子的威儀,5,净居天子会,0,0,2,5,0,0
天子的威儀,6,淨居天子會,0,0,2,5,0,0
天子的威儀,7,漏水轉渾天儀,0,0,2,6,0,0
天子的威儀,8,君子不重則不威,0,0,2,6,0,0
天子的威儀,9,寶吉祥天子,0,0,2,5,0,0
天子的威儀,10,神的儿子,0,0,2,5,0,0
內動於心志,1,合於利而動,0,0,2,5,0,0
內動於心志,2,動人心魄,0,0,2,5,0,0
內動於心志,3,生命在於運動,0,0,2,6,0,0
內動於心志,4,金剛心,0,0,1,5,0,0
內動於心志,5,喜无量心,0,0,1,4,0,0
內動於心志,6,专心致志,0,0,2,5,0,0
內動於心志,7,諸佛心印陀羅尼經,0,0,1,8,0,0
內動於心志,8,不動心解脫,0,0,2,4,0,0
內動於心志,9,無動於衷,0,0,2,3,0,0
內動於心志,10,好心腸,0,0,1,5,0,0
西狩獲麟,1,獲暴利者,0,0,1,4,0,0
西狩獲麟,2,山南西,0,0,1,4,0,0
西狩獲麟,3,加利西亚,0,0,1,4,0,0
西狩獲麟,4,西領角鴞,0,0,1,3,0,0
西狩獲麟,5,大西庇阿,0,0,1,4,0,0
西狩獲麟,6,西游录,0,0,1,3,0,0
西狩獲麟,7,法兰西,0,0,1,4,0,0
西狩獲麟,8,紅旗漫卷西風,0,0,1,6,0,0
西狩獲麟,9,西和,0,0,1,3,0,0
西狩獲麟,10,西林縣,0,0,1,3,0,0
呼吁書,1,呼嘯而過,0,0,1,3,0,0
呼吁書,2,四書五經,0,0,1,4,0,0
呼吁書,3,車書,0,0,1,3,0,0
呼吁書,4,體書,0,0,1,3,0,0
呼吁書,5,四呼,0,0,1,3,0,0
呼吁書,6,書面語,0,0,1,3,0,0
呼吁書,7,辭北堂書,0,0,1,4,0,0
呼吁書,8,一呼百應,0,0,1,4,0,0
呼吁書,9,投書,0,0,1,3,0,0
呼吁書,10,約拿書,0,0,1,2,0,0
受命之符,1,共命之鸟,0,0,2,2,0,0
受命之符,2,命苦,0,0,1,4,0,0
受命之符,3,好自為之,0,0,1,4,0,0
受命之符,4,初生之犢不畏虎,0,0,1,6,0,0
受命之符,5,嗜酒如命,0,0,1,4,0,0
受命之符,6,斗筲之材,0,0,1,3,0,0
受命之符,7,临危受命,0,0,2,4,0,0
受命之符,8,命與之相連,0,0,2,4,0,0
受命之符,9,隨時待命,0,0,1,4,0,0
受命之符,10,魚米之鄉,0,0,1,3,0,0
明改制之義,1,明主虑之,0,0,2,3,0,0
明改制之義,2,初生之犢不畏虎,0,0,1,7,0,0
明改制之義,3,金光明經玄義,0,0,2,6,0,0
明改制之義,4,后见之明,0,0,2,5,0,0
明改制之義,5,邦之楨,0,0,1,5,0,0
明改制之義,6,陶渊明集,0,0,1,5,0,0
明改制之義,7,三明市,0,0,1,5,0,0
明改制之義,8,深明大義,0,0,2,5,0,0
明改制之義,9,先见之明,0,0,2,5,0,0
